,29,行业产能,生产,中国,1000000,2019-01-31 00:00:00
872,58,肉－猪价差,价格,内蒙古,100.0,2018-06-21 00:00:00
873,58,肉－猪价差,价格,海南省,100.0,2018-06-22 00:00:00
874,58,肉－猪价差,价格,西藏,87.0,2018-06-23 00:00:00
875,58,肉－猪价差,价格,河北省,78.8,2018-06-24 00:00:00
876,58,肉－猪价差,价格,北京,100.0,2018-06-25 00:00:00
877,58,肉－猪价差,价格,天津,87.0,2018-06-26 00:00:00
878,58,肉－猪价差,价格,上海,78.8,2018-06-27 00:00:00
879,58,肉－猪价差,价格,重庆,100.0,2018-06-28 00:00:00
880,58,肉－猪价差,价格,辽宁省,87.0,2018-06-29 00:00:00
881,58,肉－猪价差,价格,浙江省,78.8,2018-06-30 00:00:00
882,58,肉－猪价差,价格,广西,100.0,2018-07-01 00:00:00
883,58,肉－猪价差,价格,新疆,87.0,2018-07-02 00:00:00
884,58,肉－猪价差,价格,内蒙古,100.0,2018-07-03 00:00:00
885,58,肉－猪价差,价格,海南省,100.0,2018-07-04 00:00:00
886,58,肉－猪价差,价格,西藏,87.0,2018-07-05 00:00:00
887,58,肉－猪价差,价格,河北省,78.8,2018-07-06 00:00:00
888,58,肉－猪价差,价格,北京,100.0,2018-07-07 00:00:00
889,58,肉－猪价差,价格,天津,87.0,2018-07-08 00:00:00
890,58,肉－猪价差,价格,上海,78.8,2018-07-09 00:00:00
891,58,肉－猪价差,价格,重庆,100.0,2018-07-10 00:00:00
892,58,肉－猪价差,价格,辽宁省,87.0,2018-07-11 00:00:00
893,58,肉－猪价差,价格,浙江省,78.8,2018-07-12 00:00:00
894,58,肉－猪价差,价格,广西,100.0,2018-07-13 00:00:00
895,58,肉－猪价差,价格,新疆,87.0,2018-07-14 00:00:00
896,58,肉－猪价差,价格,内蒙古,100.0,2018-07-15 00:00:00
897,58,肉－猪价差,价格,海南省,100.0,2018-07-16 00:00:00
898,58,肉－猪价差,价格,西藏,87.0,2018-07-17 00:00:00
899,58,肉－猪价差,价格,河北省,78.8,2018-07-18 00:00:00
900,58,肉－猪价差,价格,北京,100.0,2018-07-19 00:00:00
901,58,肉－猪价差,价格,天津,87.0,2018-07-20 00:00:00
902,58,肉－猪价差,价格,上海,78.8,2018-07-21 00:00:00
903,58,肉－猪价差,价格,重庆,100.0,2018-07-22 00:00:00
904,58,肉－猪价差,价格,辽宁省,87.0,2018-07-23 00:00:00
905,58,肉－猪价差,价格,浙江省,78.8,2018-07-24 00:00:00
906,58,肉－猪价差,价格,广西,100.0,2018-07-25 00:00:00
907,58,肉－猪价差,价格,新疆,87.0,2018-07-26 00:00:00
908,58,肉－猪价差,价格,内蒙古,100.0,2018-07-27 00:00:00
909,58,肉－猪价差,价格,海南省,100.0,2018-07-28 00:00:00
910,58,肉－猪价差,价格,西藏,87.0,2018-07-29 00:00:00
911,58,肉－猪价差,价格,河北省,78.8,2018-07-30 00:00:00
912,58,肉－猪价差,价格,北京,100.0,2018-07-31 00:00:00
913,58,肉－猪价差,价格,天津,87.0,2018-08-01 00:00:00
914,58,肉－猪价差,价格,上海,78.8,2018-08-02 00:00:00
915,58,肉－猪价差,价格,重庆,100.0,2018-08-03 00:00:00
916,58,肉－猪价差,价格,辽宁省,87.0,2018-08-04 00:00:00
917,58,肉－猪价差,价格,浙江省,78.8,2018-08-05 00:00:00
918,58,肉－猪价差,价格,广西,100.0,2018-08-06 00:00:00
919,58,肉－猪价差,价格,新疆,87.0,2018-08-07 00:00:00
920,58,肉－猪价差,价格,内蒙古,100.0,2018-08-08 00:00:00
921,58,肉－猪价差,价格,海南省,100.0,2018-08-09 00:00:00
922,58,肉－猪价差,价格,西藏,87.0,2018-08-10 00:00:00
923,58,肉－猪价差,价格,河北省,78.8,2018-08-11 00:00:00
924,58,肉－猪价差,价格,北京,100.0,2018-08-12 00:00:00
925,58,肉－猪价差,价格,天津,87.0,2018-08-13 00:00:00
926,58,肉－猪价差,价格,上海,78.8,2018-08-14 00:00:00
927,58,肉－猪价差,价格,重庆,100.0,2018-08-15 00:00:00
928,58,肉－猪价差,价格,辽宁省,87.0,2018-08-16 00:00:00
929,58,肉－猪价差,价格,浙江省,78.8,2018-08-17 00:00:00
930,58,肉－猪价差,价格,广西,100.0,2018-08-18 00:00:00
931,58,肉－猪价差,价格,新疆,87.0,2018-08-19 00:00:00
932,58,肉－猪价差,价格,内蒙古,100.0,2018-08-20 00:00:00
933,58,肉－猪价差,价格,海南省,100.0,2018-08-21 00:00:00
934,58,肉－猪价差,价格,西藏,87.0,2018-08-22 00:00:00
935,58,肉－猪价差,价格,河北省,78.8,2018-08-23 00:00:00
936,58,肉－猪价差,价格,北京,100.0,2018-08-24 00:00:00
937,58,肉－猪价差,价格,天津,87.0,2018-08-25 00:00:00
938,58,肉－猪价差,价格,上海,78.8,2018-08-26 00:00:00
939,58,肉－猪价差,价格,重庆,100.0,2018-08-27 00:00:00
940,58,肉－猪价差,价格,辽宁省,87.0,2018-08-28 00:00:00
941,58,肉－猪价差,价格,浙江省,78.8,2018-08-29 00:00:00
942,58,肉－猪价差,价格,广西,100.0,2018-08-30 00:00:00
943,58,肉－猪价差,价格,新疆,87.0,2018-08-31 00:00:00
944,58,肉－猪价差,价格,内蒙古,100.0,2018-09-01 00:00:00
945,58,肉－猪价差,价格,海南省,100.0,2018-09-02 00:00:00
946,58,肉－猪价差,价格,西藏,87.0,2018-09-03 00:00:00
947,58,肉－猪价差,价格,河北省,78.8,2018-09-04 00:00:00
948,58,肉－猪价差,价格,北京,100.0,2018-09-05 00:00:00
949,58,肉－猪价差,价格,天津,87.0,2018-09-06 00:00:00
950,58,肉－猪价差,价格,上海,78.8,2018-09-07 00:00:00
951,58,肉－猪价差,价格,重庆,100.0,2018-09-08 00:00:00
952,58,肉－猪价差,价格,辽宁省,87.0,2018-09-09 00:00:00
953,58,肉－猪价差,价格,浙江省,78.8,2018-09-10 00:00:00
954,58,肉－猪价差,价格,广西,100.0,2018-09-11 00:00:00
955,58,肉－猪价差,价格,新疆,87.0,2018-09-12 00:00:00
956,58,肉－猪价差,价格,内蒙古,100.0,2018-09-13 00:00:00
957,58,肉－猪价差,价格,海南省,100.0,2018-09-14 00:00:00
958,58,肉－猪价差,价格,西藏,87.0,2018-09-15 00:00:00
959,58,肉－猪价差,价格,河北省,78.8,2018-09-16 00:00:00
960,58,肉－猪价差,价格,北京,100.0,2018-09-17 00:00:00
961,58,肉－猪价差,价格,天津,87.0,2018-09-18 00:00:00
962,58,肉－猪价差,价格,上海,78.8,2018-09-19 00:00:00
963,58,肉－猪价差,价格,重庆,100.0,2018-09-20 00:00:00
964,58,肉－猪价差,价格,辽宁省,87.0,2018-09-21 00:00:00
965,58,肉－猪价差,价格,浙江省,78.8,2018-09-22 00:00:00
966,58,肉－猪价差,价格,广西,100.0,2018-09-23 00:00:00
967,58,肉－猪价差,价格,新疆,87.0,2018-09-24 00:00:00
968,58,肉－猪价差,价格,内蒙古,100.0,2018-09-25 00:00:00
969,58,肉－猪价差,价格,海南省,100.0,2018-09-26 00:00:00
970,58,肉－猪价差,价格,西藏,87.0,2018-09-27 00:00:00
971,58,肉－猪价差,价格,河北省,78.8,2018-09-28 00:00:00
972,58,肉－猪价差,价格,北京,100.0,2018-09-29 00:00:00
973,58,肉－猪价差,价格,天津,87.0,2018-09-30 00:00:00
974,58,肉－猪价差,价格,上海,78.8,2018-10-01 00:00:00
975,58,肉－猪价差,价格,重庆,100.0,2018-10-02 00:00:00
976,58,肉－猪价差,价格,辽宁省,87.0,2018-10-03 00:00:00
977,58,肉－猪价差,价格,浙江省,78.8,2018-10-04 00:00:00
978,58,肉－猪价差,价格,广西,100.0,2018-10-05 00:00:00
979,58,肉－猪价差,价格,新疆,87.0,2018-10-06 00:00:00
980,58,肉－猪价差,价格,内蒙古,100.0,2018-10-07 00:00:00
981,58,肉－猪价差,价格,海南省,100.0,2018-10-08 00:00:00
982,58,肉－猪价差,价格,西藏,87.0,2018-10-09 00:00:00
983,58,肉－猪价差,价格,河北省,78.8,2018-10-10 00:00:00
984,58,肉－猪价差,价格,北京,100.0,2018-10-11 00:00:00
985,58,肉－猪价差,价格,天津,87.0,2018-10-12 00:00:00
986,58,肉－猪价差,价格,上海,78.8,2018-10-13 00:00:00
987,58,肉－猪价差,价格,重庆,100.0,2018-10-14 00:00:00
988,58,肉－猪价差,价格,辽宁省,87.0,2018-10-15 00:00:00
989,58,肉－猪价差,价格,浙江省,78.8,2018-10-16 00:00:00
990,58,肉－猪价差,价格,广西,100.0,2018-10-17 00:00:00
991,58,肉－猪价差,价格,新疆,87.0,2018-10-18 00:00:00
992,58,肉－猪价差,价格,内蒙古,100.0,2018-10-19 00:00:00
993,58,肉－猪价差,价格,海南省,100.0,2018-10-20 00:00:00
994,58,肉－猪价差,价格,西藏,87.0,2018-10-21 00:00:00
995,58,肉－猪价差,价格,河北省,78.8,2018-10-22 00:00:00
996,58,肉－猪价差,价格,北京,100.0,2018-10-23 00:00:00
997,58,肉－猪价差,价格,天津,87.0,2018-10-24 00:00:00
998,58,肉－猪价差,价格,上海,78.8,2018-10-25 00:00:00
999,58,肉－猪价差,价格,重庆,100.0,2018-10-26 00:00:00
1000,58,肉－猪价差,价格,辽宁省,87.0,2018-10-27 00:00:00
1001,58,肉－猪价差,价格,浙江省,78.8,2018-10-28 00:00:00
1002,58,肉－猪价差,价格,广西,100.0,2018-10-29 00:00:00
1003,58,肉－猪价差,价格,新疆,87.0,2018-10-30 00:00:00
1004,58,肉－猪价差,价格,内蒙古,100.0,2018-10-31 00:00:00
1005,58,肉－猪价差,价格,海南省,100.0,2018-11-01 00:00:00
1006,58,肉－猪价差,价格,西藏,87.0,2018-11-02 00:00:00
1007,58,肉－猪价差,价格,河北省,78.8,2018-11-03 00:00:00
1008,58,肉－猪价差,价格,北京,100.0,2018-11-04 00:00:00
1009,58,肉－猪价差,价格,天津,87.0,2018-11-05 00:00:00
1010,58,肉－猪价差,价格,上海,78.8,2018-11-06 00:00:00
1011,58,肉－猪价差,价格,重庆,100.0,2018-11-07 00:00:00
1012,58,肉－猪价差,价格,辽宁省,87.0,2018-11-08 00:00:00
1013,58,肉－猪价差,价格,浙江省,78.8,2018-11-09 00:00:00
1014,58,肉－猪价差,价格,广西,100.0,2018-11-10 00:00:00
1015,58,肉－猪价差,价格,新疆,87.0,2018-11-11 00:00:00
1016,58,肉－猪价差,价格,内蒙古,100.0,2018-11-12 00:00:00
1017,58,肉－猪价差,价格,海南省,100.0,2018-11-13 00:00:00
1018,58,肉－猪价差,价格,西藏,87.0,2018-11-14 00:00:00
1019,58,肉－猪价差,价格,河北省,78.8,2018-11-15 00:00:00
1020,58,肉－猪价差,价格,北京,100.0,2018-11-16 00:00:00
1021,58,肉－猪价差,价格,天津,87.0,2018-11-17 00:00:00
1022,58,肉－猪价差,价格,上海,78.8,2018-11-18 00:00:00
1023,58,肉－猪价差,价格,重庆,100.0,2018-11-19 00:00:00
1024,58,肉－猪价差,价格,辽宁省,87.0,2018-11-20 00:00:00
1025,58,肉－猪价差,价格,浙江省,78.8,2018-11-21 00:00:00
1026,58,肉－猪价差,价格,广西,100.0,2018-11-22 00:00:00
1027,58,肉－猪价差,价格,新疆,87.0,2018-11-23 00:00:00
1028,58,肉－猪价差,价格,内蒙古,100.0,2018-11-24 00:00:00
1029,58,肉－猪价差,价格,海南省,100.0,2018-11-25 00:00:00
1030,58,肉－猪价差,价格,西藏,87.0,2018-11-26 00:00:00
1031,58,肉－猪价差,价格,河北省,78.8,2018-11-27 00:00:00
1032,58,肉－猪价差,价格,北京,100.0,2018-11-28 00:00:00
1033,58,肉－猪价差,价格,天津,87.0,2018-11-29 00:00:00
1034,58,肉－猪价差,价格,上海,78.8,2018-11-30 00:00:00
1035,58,肉－猪价差,价格,重庆,100.0,2018-12-01 00:00:00
1036,58,肉－猪价差,价格,辽宁省,87.0,2018-12-02 00:00:00
1037,58,肉－猪价差,价格,浙江省,78.8,2018-12-03 00:00:00
1038,58,肉－猪价差,价格,广西,100.0,2018-12-04 00:00:00
1039,58,肉－猪价差,价格,新疆,87.0,2018-12-05 00:00:00
1040,58,肉－猪价差,价格,内蒙古,100.0,2018-12-06 00:00:00
1041,58,肉－猪价差,价格,海南省,100.0,2018-12-07 00:00:00
1042,58,肉－猪价差,价格,西藏,87.0,2018-12-08 00:00:00
1043,58,肉－猪价差,价格,河北省,78.8,2018-12-09 00:00:00
1044,58,肉－猪价差,价格,北京,100.0,2018-12-10 00:00:00
1045,58,肉－猪价差,价格,天津,87.0,2018-12-11 00:00:00
1046,58,肉－猪价差,价格,上海,78.8,2018-12-12 00:00:00
1047,58,肉－猪价差,价格,重庆,100.0,2018-12-13 00:00:00
1048,58,肉－猪价差,价格,辽宁省,87.0,2018-12-14 00:00:00
1049,58,肉－猪价差,价格,浙江省,78.8,2018-12-15 00:00:00
1050,58,肉－猪价差,价格,广西,100.0,2018-12-16 00:00:00
1051,58,肉－猪价差,价格,新疆,87.0,2018-12-17 00:00:00
1052,58,肉－猪价差,价格,内蒙古,100.0,2018-12-18 00:00:00
1053,58,肉－猪价差,价格,海南省,100.0,2018-12-19 00:00:00
1054,58,肉－猪价差,价格,西藏,87.0,2018-12-20 00:00:00
1055,58,肉－猪价差,价格,河北省,78.8,2018-12-21 00:00:00
1056,58,肉－猪价差,价格,北京,100.0,2018-12-22 00:00:00
1057,58,肉－猪价差,价格,天津,87.0,2018-12-23 00:00:00
1058,58,肉－猪价差,价格,上海,78.8,2018-12-24 00:00:00
1059,58,肉－猪价差,价格,重庆,100.0,2018-12-25 00:00:00
1060,58,肉－猪价差,价格,辽宁省,87.0,2018-12-26 00:00:00
1061,58,肉－猪价差,价格,浙江省,78.8,2018-12-27 00:00:00
1062,58,肉－猪价差,价格,广西,100.0,2018-12-28 00:00:00
1063,58,肉－猪价差,价格,新疆,87.0,2018-12-29 00:00:00
1064,58,肉－猪价差,价格,内蒙古,100.0,2018-12-30 00:00:00
1065,58,肉－猪价差,价格,海南省,100.0,2018-12-31 00:00:00
1066,58,肉－猪价差,价格,西藏,87.0,2019-01-01 00:00:00
1067,58,肉－猪价差,价格,河北省,78.8,2019-01-02 00:00:00
1068,58,肉－猪价差,价格,北京,100.0,2019-01-03 00:00:00
1069,58,肉－猪价差,价格,天津,87.0,2019-01-04 00:00:00
1070,58,肉－猪价差,价格,上海,78.8,2019-01-05 00:00:00
1071,58,肉－猪价差,价格,重庆,100.0,2019-01-06 00:00:00
1072,58,肉－猪价差,价格,辽宁省,87.0,2019-01-07 00:00:00
1073,58,肉－猪价差,价格,浙江省,78.8,2019-01-08 00:00:00
1074,58,肉－猪价差,价格,广西,100.0,2019-01-09 00:00:00
1075,58,肉－猪价差,价格,新疆,87.0,2019-01-10 00:00:00
1076,58,肉－猪价差,价格,内蒙古,100.0,2019-01-11 00:00:00
1077,58,肉－猪价差,价格,海南省,100.0,2019-01-12 00:00:00
1078,58,肉－猪价差,价格,西藏,87.0,2019-01-13 00:00:00
1079,58,肉－猪价差,价格,河北省,78.8,2019-01-14 00:00:00
1080,58,肉－猪价差,价格,北京,100.0,2019-01-15 00:00:00
1081,58,肉－猪价差,价格,天津,87.0,2019-01-16 00:00:00
1082,58,肉－猪价差,价格,上海,78.8,2019-01-17 00:00:00
1083,58,肉－猪价差,价格,重庆,100.0,2019-01-18 00:00:00
1084,58,肉－猪价差,价格,辽宁省,87.0,2019-01-19 00:00:00
1085,58,肉－猪价差,价格,浙江省,78.8,2019-01-20 00:00:00
1086,58,肉－猪价差,价格,广西,100.0,2019-01-21 00:00:00
1087,58,肉－猪价差,价格,新疆,87.0,2019-01-22 00:00:00
1088,58,肉－猪价差,价格,内蒙古,100.0,2019-01-23 00:00:00
1089,58,肉－猪价差,价格,海南省,100.0,2019-01-24 00:00:00
1090,58,肉－猪价差,价格,西藏,87.0,2019-01-25 00:00:00
1091,58,肉－猪价差,价格,河北省,78.8,2019-01-26 00:00:00
1092,58,肉－猪价差,价格,北京,100.0,2019-01-27 00:00:00
1093,58,肉－猪价差,价格,天津,87.0,2019-01-28 00:00:00
1094,58,肉－猪价差,价格,上海,78.8,2019-01-29 00:00:00
1095,58,肉－猪价差,价格,重庆,100.0,2019-01-30 00:00:00
1096,58,肉－猪价差,价格,辽宁省,87.0,2019-01-31 00:00:00
1097,58,肉－猪价差,价格,浙江省,78.8,2019-02-01 00:00:00
1098,58,肉－猪价差,价格,广西,100.0,2019-02-02 00:00:00
1099,58,肉－猪价差,价格,新疆,87.0,2019-02-03 00:00:00
1100,58,肉－猪价差,价格,内蒙古,100.0,2019-02-04 00:00:00
1101,58,肉－猪价差,价格,海南省,100.0,2019-02-05 00:00:00
1102,58,肉－猪价差,价格,西藏,87.0,2019-02-06 00:00:00
1103,58,肉－猪价差,价格,河北省,78.8,2019-02-07 00:00:00
1104,58,肉－猪价差,价格,北京,100.0,2019-02-08 00:00:00
1105,58,肉－猪价差,价格,天津,87.0,2019-02-09 00:00:00
1106,58,肉－猪价差,价格,上海,78.8,2019-02-10 00:00:00
1107,58,肉－猪价差,价格,重庆,100.0,2019-02-11 00:00:00
1108,58,肉－猪价差,价格,辽宁省,87.0,2019-02-12 00:00:00
1109,58,肉－猪价差,价格,浙江省,78.8,2019-02-13 00:00:00
1110,58,肉－猪价差,价格,广西,100.0,2019-02-14 00:00:00
1111,58,肉－猪价差,价格,新疆,87.0,2019-02-15 00:00:00
1112,58,肉－猪价差,价格,内蒙古,100.0,2019-02-16 00:00:00
1113,58,肉－猪价差,价格,海南省,100.0,2019-02-17 00:00:00
1114,58,肉－猪价差,价格,西藏,87.0,2019-02-18 00:00:00
1115,58,肉－猪价差,价格,河北省,78.8,2019-02-19 00:00:00
1116,58,肉－猪价差,价格,北京,100.0,2019-02-20 00:00:00
1117,58,肉－猪价差,价格,天津,87.0,2019-02-21 00:00:00
1118,58,肉－猪价差,价格,上海,78.8,2019-02-22 00:00:00
1119,58,肉－猪价差,价格,重庆,100.0,2019-02-23 00:00:00
1120,58,肉－猪价差,价格,辽宁省,87.0,2019-02-24 00:00:00
1121,58,肉－猪价差,价格,浙江省,78.8,2019-02-25 00:00:00
1122,58,肉－猪价差,价格,广西,100.0,2019-02-26 00:00:00
1123,58,肉－猪价差,价格,新疆,87.0,2019-02-27 00:00:00
1124,58,肉－猪价差,价格,内蒙古,100.0,2019-02-28 00:00:00
1125,58,肉－猪价差,价格,海南省,100.0,2019-03-01 00:00:00
1126,58,肉－猪价差,价格,西藏,87.0,2019-03-02 00:00:00
1127,58,肉－猪价差,价格,河北省,78.8,2019-03-03 00:00:00
1128,58,肉－猪价差,价格,北京,100.0,2019-03-04 00:00:00
1129,58,肉－猪价差,价格,天津,87.0,2019-03-05 00:00:00
1130,58,肉－猪价差,价格,上海,78.8,2019-03-06 00:00:00
1131,58,肉－猪价差,价格,重庆,100.0,2019-03-07 00:00:00
1132,58,肉－猪价差,价格,辽宁省,87.0,2019-03-08 00:00:00
1133,58,肉－猪价差,价格,浙江省,78.8,2019-03-09 00:00:00
1134,58,肉－猪价差,价格,广西,100.0,2019-03-10 00:00:00
1135,58,肉－猪价差,价格,新疆,87.0,2019-03-11 00:00:00
1136,58,肉－猪价差,价格,内蒙古,100.0,2019-03-12 00:00:00
1137,58,肉－猪价差,价格,海南省,100.0,2019-03-13 00:00:00
1138,58,肉－猪价差,价格,西藏,87.0,2019-03-14 00:00:00
1139,58,肉－猪价差,价格,河北省,78.8,2019-03-15 00:00:00
1140,58,肉－猪价差,价格,北京,100.0,2019-03-16 00:00:00
1141,58,肉－猪价差,价格,天津,87.0,2019-03-17 00:00:00
1142,58,肉－猪价差,价格,上海,78.8,2019-03-18 00:00:00
1143,58,肉－猪价差,价格,重庆,100.0,2019-03-19 00:00:00
1144,58,肉－猪价差,价格,辽宁省,87.0,2019-03-20 00:00:00
1145,58,肉－猪价差,价格,浙江省,78.8,2019-03-21 00:00:00
1146,58,肉－猪价差,价格,广西,100.0,2019-03-22 00:00:00
1147,58,肉－猪价差,价格,新疆,87.0,2019-03-23 00:00:00
1148,58,肉－猪价差,价格,内蒙古,100.0,2019-03-24 00:00:00
1149,58,肉－猪价差,价格,海南省,100.0,2019-03-25 00:00:00
1150,58,肉－猪价差,价格,西藏,87.0,2019-03-26 00:00:00
1151,58,肉－猪价差,价格,河北省,78.8,2019-03-27 00:00:00
1152,58,肉－猪价差,价格,北京,100.0,2019-03-28 00:00:00
1153,58,肉－猪价差,价格,天津,87.0,2019-03-29 00:00:00
1154,58,肉－猪价差,价格,上海,78.8,2019-03-30 00:00:00
1155,58,肉－猪价差,价格,重庆,100.0,2019-03-31 00:00:00
1156,58,肉－猪价差,价格,辽宁省,87.0,2019-04-01 00:00:00
1157,58,肉－猪价差,价格,浙江省,78.8,2019-04-02 00:00:00
1158,58,肉－猪价差,价格,广西,100.0,2019-04-03 00:00:00
1159,58,肉－猪价差,价格,新疆,87.0,2019-04-04 00:00:00
1160,58,肉－猪价差,价格,内蒙古,100.0,2019-04-05 00:00:00
1161,58,肉－猪价差,价格,海南省,100.0,2019-04-06 00:00:00
1162,58,肉－猪价差,价格,西藏,87.0,2019-04-07 00:00:00
1163,58,肉－猪价差,价格,河北省,78.8,2019-04-08 00:00:00
1164,58,肉－猪价差,价格,北京,100.0,2019-04-09 00:00:00
1165,58,肉－猪价差,价格,天津,87.0,2019-04-10 00:00:00
1166,58,肉－猪价差,价格,上海,78.8,2019-04-11 00:00:00
1167,58,肉－猪价差,价格,重庆,100.0,2019-04-12 00:00:00
1168,58,肉－猪价差,价格,辽宁省,87.0,2019-04-13 00:00:00
1169,58,肉－猪价差,价格,浙江省,78.8,2019-04-14 00:00:00
1170,58,肉－猪价差,价格,广西,100.0,2019-04-15 00:00:00
1171,58,肉－猪价差,价格,新疆,87.0,2019-04-16 00:00:00
1172,58,肉－猪价差,价格,内蒙古,100.0,2019-04-17 00:00:00
1173,58,肉－猪价差,价格,海南省,100.0,2019-04-18 00:00:00
1174,58,肉－猪价差,价格,西藏,87.0,2019-04-19 00:00:00
1175,58,肉－猪价差,价格,河北省,78.8,2019-04-20 00:00:00
1176,58,肉－猪价差,价格,北京,100.0,2019-04-21 00:00:00
1177,58,肉－猪价差,价格,天津,87.0,2019-04-22 00:00:00
1178,58,肉－猪价差,价格,上海,78.8,2019-04-23 00:00:00
1179,58,肉－猪价差,价格,重庆,100.0,2019-04-24 00:00:00
1180,58,肉－猪价差,价格,辽宁省,87.0,2019-04-25 00:00:00
1181,58,肉－猪价差,价格,浙江省,78.8,2019-04-26 00:00:00
1182,58,肉－猪价差,价格,广西,100.0,2019-04-27 00:00:00
1183,58,肉－猪价差,价格,新疆,87.0,2019-04-28 00:00:00
1184,58,肉－猪价差,价格,内蒙古,100.0,2019-04-29 00:00:00
1185,58,肉－猪价差,价格,海南省,100.0,2019-04-30 00:00:00
1186,58,肉－猪价差,价格,西藏,87.0,2019-05-01 00:00:00
1187,58,肉－猪价差,价格,河北省,78.8,2019-05-02 00:00:00
1188,58,肉－猪价差,价格,北京,100.0,2019-05-03 00:00:00
1189,58,肉－猪价差,价格,天津,87.0,2019-05-04 00:00:00
1190,58,肉－猪价差,价格,上海,78.8,2019-05-05 00:00:00
1191,58,肉－猪价差,价格,重庆,100.0,2019-05-06 00:00:00
1192,58,肉－猪价差,价格,辽宁省,87.0,2019-05-07 00:00:00
1193,58,肉－猪价差,价格,浙江省,78.8,2019-05-08 00:00:00
1194,58,肉－猪价差,价格,广西,100.0,2019-05-09 00:00:00
1195,58,肉－猪价差,价格,新疆,87.0,2019-05-10 00:00:00
1196,58,肉－猪价差,价格,内蒙古,100.0,2019-05-11 00:00:00
1197,58,肉－猪价差,价格,海南省,100.0,2019-05-12 00:00:00
1198,58,肉－猪价差,价格,西藏,87.0,2019-05-13 00:00:00
1199,58,肉－猪价差,价格,河北省,78.8,2019-05-14 00:00:00
1200,58,肉－猪价差,价格,北京,100.0,2019-05-15 00:00:00
1201,58,肉－猪价差,价格,天津,87.0,2019-05-16 00:00:00
1202,58,肉－猪价差,价格,上海,78.8,2019-05-17 00:00:00
1203,58,肉－猪价差,价格,重庆,100.0,2019-05-18 00:00:00
1204,58,肉－猪价差,价格,辽宁省,87.0,2019-05-19 00:00:00
1205,58,肉－猪价差,价格,浙江省,78.8,2019-05-20 00:00:00
1206,58,肉－猪价差,价格,广西,100.0,2019-05-21 00:00:00
1207,58,肉－猪价差,价格,新疆,87.0,2019-05-22 00:00:00
1208,58,肉－猪价差,价格,内蒙古,100.0,2019-05-23 00:00:00
1209,58,肉－猪价差,价格,海南省,100.0,2019-05-24 00:00:00
1210,58,肉－猪价差,价格,西藏,87.0,2019-05-25 00:00:00
1211,58,肉－猪价差,价格,河北省,78.8,2019-05-26 00:00:00
1212,58,肉－猪价差,价格,北京,100.0,2019-05-27 00:00:00
1213,58,肉－猪价差,价格,天津,87.0,2019-05-28 00:00:00
1214,58,肉－猪价差,价格,上海,78.8,2019-05-29 00:00:00
1215,58,肉－猪价差,价格,重庆,100.0,2019-05-30 00:00:00
1216,58,肉－猪价差,价格,辽宁省,87.0,2019-05-31 00:00:00
1217,58,肉－猪价差,价格,浙江省,78.8,2019-06-01 00:00:00
1218,58,肉－猪价差,价格,广西,100.0,2019-06-02 00:00:00
1219,58,肉－猪价差,价格,新疆,87.0,2019-06-03 00:00:00
1220,58,肉－猪价差,价格,内蒙古,100.0,2019-06-04 00:00:00
1221,58,肉－猪价差,价格,海南省,100.0,2019-06-05 00:00:00
1222,58,肉－猪价差,价格,西藏,87.0,2019-06-06 00:00:00
1223,58,肉－猪价差,价格,河北省,78.8,2019-06-07 00:00:00
1224,58,肉－猪价差,价格,北京,100.0,2019-06-08 00:00:00
1225,58,肉－猪价差,价格,天津,87.0,2019-06-09 00:00:00
1226,58,肉－猪价差,价格,上海,78.8,2019-06-10 00:00:00
1227,58,肉－猪价差,价格,重庆,100.0,2019-06-11 00:00:00
1228,58,肉－猪价差,价格,辽宁省,87.0,2019-06-12 00:00:00
1229,58,肉－猪价差,价格,浙江省,78.8,2019-06-13 00:00:00
1230,58,肉－猪价差,价格,广西,100.0,2019-06-14 00:00:00
1231,58,肉－猪价差,价格,新疆,87.0,2019-06-15 00:00:00
1232,58,肉－猪价差,价格,内蒙古,100.0,2019-06-16 00:00:00
1233,58,肉－猪价差,价格,海南省,100.0,2019-06-17 00:00:00
1234,58,肉－猪价差,价格,西藏,87.0,2019-06-18 00:00:00
1235,58,肉－猪价差,价格,河北省,78.8,2019-06-19 00:00:00
1236,58,肉－猪价差,价格,北京,100.0,2019-06-20 00:00:00
1237,58,肉－猪价差,价格,天津,87.0,2019-06-21 00:00:00
1238,58,肉－猪价差,价格,上海,78.8,2019-06-22 00:00:00
1239,58,肉－猪价差,价格,重庆,100.0,2019-06-23 00:00:00
1240,58,肉－猪价差,价格,辽宁省,87.0,2019-06-24 00:00:00
1241,58,肉－猪价差,价格,浙江省,78.8,2019-06-25 00:00:00
1242,58,肉－猪价差,价格,广西,100.0,2019-06-26 00:00:00
1243,58,肉－猪价差,价格,新疆,87.0,2019-06-27 00:00:00
1244,58,肉－猪价差,价格,内蒙古,100.0,2019-06-28 00:00:00
1245,58,肉－猪价差,价格,海南省,100.0,2019-06-29 00:00:00
1246,58,肉－猪价差,价格,西藏,87.0,2019-06-30 00:00:00
1247,58,肉－猪价差,价格,河北省,78.8,2019-07-01 00:00:00
1248,58,肉－猪价差,价格,北京,100.0,2019-07-02 00:00:00
1249,58,肉－猪价差,价格,天津,87.0,2019-07-03 00:00:00
1250,58,肉－猪价差,价格,上海,78.8,2019-07-04 00:00:00
1251,58,肉－猪价差,价格,重庆,100.0,2019-07-05 00:00:00
